employeeId,department,tenure_months,attendance_rate,late_count,absence_count,leave_days_taken,annual_leave_remaining,performance_score,dept_avg_performance,overtime_hours,half_day_count,prev_month_score,manager_change_count,warnings_issued,attrition_risk,attrition_label
EMP2272,HR,46,66.65,9,6,14,6,77.76,87.6,0.7,2,80.54,0,0,20.33,0
EMP2273,Engineering,17,73.76,5,3,14,6,84.13,80.17,0,0,95.03,1,0,17.2,0
EMP2274,Operations,70,75.47,5,3,7,13,71.6,91.59,6.7,2,59.25,0,1,7.58,0
EMP2275,Operations,27,71.99,6,4,1,19,96.78,75.33,0,1,94.22,1,0,11.66,1
EMP2276,HR,14,78.12,4,3,9,11,57.01,83.59,3.8,1,55.57,2,2,15.63,0
EMP2277,Sales,71,91.6,2,3,8,12,63.62,53.07,6.4,0,59.56,0,0,10.26,0
EMP2278,Operations,49,79.11,6,2,8,12,73.32,61.91,10.6,0,73.01,1,0,10.15,0
EMP2279,Finance,34,77.82,6,2,7,13,73.85,63.89,0,0,81.94,2,0,20.0,0
EMP2280,Support,85,98.66,0,1,7,13,93.34,64.08,18.8,2,100.0,0,1,7.12,0
EMP2281,HR,66,100.0,0,0,6,14,64.63,76.46,0,2,75.6,0,1,1.99,0
EMP2282,Sales,86,100.0,1,0,8,12,61.71,61.05,12.4,0,61.5,1,0,0.52,0
EMP2283,Operations,74,85.98,3,1,6,14,87.46,82.36,2.1,1,92.07,0,2,8.93,0
EMP2284,Support,70,76.63,4,3,4,16,79.43,84.59,0,1,80.48,0,1,13.0,0
EMP2285,Sales,37,95.01,1,0,5,15,72.63,74.23,0,1,64.64,0,0,1.68,0
EMP2286,HR,5,99.87,0,1,13,7,63.12,78.07,3.9,2,60.66,0,0,15.22,0
EMP2287,HR,71,90.68,3,0,14,6,79.87,66.83,3.6,2,86.78,1,0,12.16,0
EMP2288,Support,2,96.49,3,0,10,10,81.15,84.36,0.9,0,81.24,0,1,7.32,0
EMP2289,HR,8,75.78,8,2,10,10,80.84,70.39,0,0,82.25,0,0,8.2,0
EMP2290,Sales,57,82.55,5,4,8,12,74.14,74.45,3.1,0,70.29,0,0,11.57,0
EMP2291,Finance,77,60.83,10,5,10,10,77.73,80.77,1.7,1,76.23,0,0,12.99,0
EMP2292,Operations,58,83.35,4,1,9,11,81.36,84.18,1.7,2,72.89,0,0,11.25,0
EMP2293,Engineering,91,99.07,1,2,5,15,79.45,74.19,0,1,81.21,1,0,7.75,0
EMP2294,HR,64,100.0,0,1,9,11,100.0,85.94,4.5,1,86.41,3,1,10.53,0
EMP2295,Support,8,94.08,3,0,7,13,74.17,74.63,0,0,82.58,1,1,11.58,0
EMP2296,Sales,47,100.0,1,0,9,11,62.24,70.3,9.8,0,73.54,0,0,4.38,0
EMP2297,Operations,22,100.0,0,0,0,20,60.72,68.25,0,0,62.03,2,0,7.04,0
EMP2298,HR,95,87.93,4,2,0,20,93.81,87.01,5.4,0,93.68,0,1,14.89,0
EMP2299,HR,68,100.0,2,0,9,11,67.25,69.16,1.9,1,64.84,0,2,1.68,0
EMP2300,Support,1,100.0,0,0,5,15,75.08,77.4,2.0,0,82.97,0,0,5.71,0
EMP2301,Sales,68,100.0,0,1,11,9,83.66,73.44,4.8,1,85.04,0,0,2.77,0
EMP2302,Sales,2,83.32,5,3,3,17,62.94,62.28,8.7,0,67.37,0,0,11.29,0
EMP2303,Engineering,68,67.66,9,3,10,10,47.17,77.12,10.2,3,57.19,1,2,20.96,1
EMP2304,Operations,47,80.8,4,1,4,16,70.14,78.92,1.1,1,76.67,0,1,12.72,1
EMP2305,HR,21,86.86,0,3,13,7,74.86,80.34,0.7,3,78.94,0,1,12.13,0
EMP2306,Support,12,47.97,15,7,13,7,82.24,93.69,7.1,4,100.0,0,0,27.21,0
EMP2307,Operations,68,84.55,6,1,11,9,93.89,58.03,7.8,1,94.03,0,0,4.65,0
EMP2308,Support,1,73.35,6,5,9,11,88.4,86.31,6.4,3,87.72,2,0,18.43,0
EMP2309,HR,34,79.75,4,1,7,13,94.48,64.21,11.6,1,100.0,2,0,7.36,0
EMP2310,Finance,41,100.0,0,0,15,5,86.5,79.7,5.3,0,83.06,0,0,2.63,0
EMP2311,Finance,2,67.11,8,4,7,13,65.63,73.25,3.9,1,66.45,3,0,23.51,0
EMP2312,HR,57,100.0,1,0,10,10,76.24,75.54,0,0,79.15,0,1,3.61,0
EMP2313,Sales,89,98.14,2,0,6,14,77.79,91.6,0.7,3,74.38,0,0,5.41,0
EMP2314,Operations,15,100.0,0,0,7,13,79.81,68.47,6.3,2,74.09,0,1,4.41,0
EMP2315,Support,77,100.0,1,0,9,11,82.9,76.2,5.6,1,74.57,0,1,0.19,0
EMP2316,Operations,65,97.74,0,0,0,20,94.81,76.3,12.5,0,93.27,0,0,2.75,0
EMP2317,Finance,95,80.28,4,4,7,13,57.51,73.08,10.0,1,48.91,0,0,12.74,0
EMP2318,Engineering,35,100.0,0,0,8,12,51.04,78.05,6.1,1,45.25,0,0,7.9,0
EMP2319,HR,74,82.36,2,2,3,17,63.4,74.56,2.6,0,63.84,0,1,6.32,0
EMP2320,Sales,51,74.61,9,3,3,17,77.63,59.04,12.1,0,69.67,0,0,12.13,0
EMP2321,HR,34,89.11,2,1,8,12,56.68,70.38,4.0,1,59.82,0,2,8.5,1
EMP2322,Operations,75,88.21,4,1,9,11,56.86,66.42,4.7,3,50.96,0,0,12.74,1
EMP2323,Support,95,94.46,1,0,8,12,69.66,73.21,2.2,0,73.95,2,0,9.08,0
EMP2324,Operations,79,89.53,3,0,0,20,74.81,74.01,0,0,80.54,0,0,7.55,0
EMP2325,HR,31,81.99,7,3,9,11,79.94,73.34,0,0,73.47,0,1,15.88,0
EMP2326,Finance,76,91.27,2,2,7,13,84.98,78.51,0,2,87.12,2,0,4.42,0
EMP2327,Engineering,85,93.59,3,2,8,12,85.91,85.65,0,1,82.6,1,0,6.85,0
EMP2328,HR,41,72.53,7,4,7,13,92.99,80.8,0,0,82.56,0,0,11.07,0
EMP2329,Sales,76,96.5,1,0,8,12,74.41,79.6,7.2,2,84.59,0,0,1.85,0
EMP2330,Operations,50,81.59,6,3,14,6,66.64,76.94,0,1,65.54,0,0,15.14,0
EMP2331,Support,22,86.45,7,0,5,15,57.54,71.66,13.2,0,62.37,1,1,20.52,0
EMP2332,Engineering,91,90.32,1,2,6,14,60.81,67.32,8.0,0,59.75,1,1,8.93,0
EMP2333,Engineering,35,88.0,2,3,10,10,88.79,71.16,5.8,1,90.26,0,0,0.0,1
EMP2334,Sales,63,94.69,2,0,5,15,54.92,68.16,13.3,2,51.58,1,0,11.69,0
EMP2335,Support,77,100.0,2,1,13,7,88.02,77.79,9.8,0,84.71,3,0,3.1,0
EMP2336,HR,72,79.59,1,3,7,13,58.67,87.93,0,0,47.27,1,0,17.23,0
EMP2337,HR,89,92.63,0,0,7,13,54.53,80.18,7.1,1,60.49,0,2,8.3,0
EMP2338,Engineering,6,85.83,4,3,11,9,82.94,83.3,12.3,1,77.43,0,0,9.73,0
EMP2339,HR,14,80.3,5,3,7,13,90.58,80.37,12.3,2,83.32,2,0,14.65,0
EMP2340,Engineering,63,98.3,0,0,13,7,88.32,87.79,6.1,0,99.15,0,3,14.84,1
EMP2341,Sales,40,97.57,0,0,8,12,84.76,83.39,0,0,86.39,0,0,1.9,0
EMP2342,Engineering,41,83.35,1,4,9,11,70.0,74.42,13.3,2,71.37,0,0,7.26,0
EMP2343,Support,56,78.44,6,4,7,13,84.23,70.73,0.4,0,84.34,1,0,8.1,0
EMP2344,Operations,90,100.0,3,0,0,20,53.74,63.84,13.4,1,55.6,0,0,13.07,0
EMP2345,HR,57,100.0,0,1,5,15,70.37,69.3,8.4,0,75.53,0,1,6.09,0
EMP2346,Engineering,47,94.82,1,1,7,13,60.9,76.96,0,1,65.06,2,0,9.56,0
EMP2347,Sales,76,81.22,5,4,5,15,50.59,75.19,10.4,3,43.62,0,0,12.91,0
EMP2348,Sales,58,84.12,2,2,6,14,81.63,73.49,5.9,2,78.46,0,1,7.06,0
EMP2349,Sales,83,92.4,1,2,7,13,79.0,73.4,14.1,0,82.35,0,0,8.32,0
EMP2350,Finance,32,91.85,2,2,2,18,93.79,86.66,6.2,4,87.86,0,0,10.15,0
EMP2351,HR,10,76.88,4,5,10,10,44.51,74.94,10.5,1,35.19,1,2,15.98,0
EMP2352,Engineering,18,99.37,0,0,8,12,74.04,73.48,3.8,0,83.72,0,0,3.59,0
EMP2353,Sales,6,78.93,4,3,11,9,80.79,89.95,6.4,2,76.16,0,0,13.75,0
EMP2354,Support,67,84.78,1,2,3,17,82.68,79.62,6.7,2,83.59,0,0,7.14,0
EMP2355,Support,10,100.0,3,0,12,8,60.12,74.51,11.1,2,62.13,1,0,11.73,0
EMP2356,Operations,7,66.96,8,3,2,18,76.28,85.46,0,0,71.69,0,1,10.74,0
EMP2357,Engineering,93,98.99,0,0,15,5,60.51,84.34,0,0,68.07,1,0,9.77,1
EMP2358,Sales,80,85.67,4,2,12,8,67.65,70.23,0,0,62.27,0,1,13.36,0
EMP2359,Operations,17,90.75,0,5,9,11,100.0,85.06,3.0,0,99.46,2,0,9.21,0
EMP2360,Sales,47,99.02,0,0,10,10,67.23,74.68,0,1,66.41,0,1,3.73,0
EMP2361,Finance,82,91.89,0,2,12,8,61.0,65.84,2.0,0,60.47,0,0,7.12,0
EMP2362,Support,77,82.29,4,0,9,11,83.31,76.28,14.8,0,88.06,0,0,6.55,0
EMP2363,Finance,44,79.04,3,1,5,15,81.9,92.84,0.7,1,80.83,0,0,5.47,0
EMP2364,Engineering,54,94.89,2,0,7,13,73.86,69.31,1.9,1,65.04,0,0,6.56,0
EMP2365,Support,32,85.83,3,2,17,3,73.37,59.98,2.0,0,70.29,1,0,3.62,0
EMP2366,HR,96,87.39,4,0,3,17,72.52,73.5,2.2,2,69.87,0,1,6.69,0
EMP2367,Engineering,11,79.83,3,2,1,19,74.37,82.03,16.9,1,65.75,0,0,8.0,0
EMP2368,Finance,17,74.99,8,1,8,12,63.73,68.14,5.8,1,64.98,1,0,12.86,0
EMP2369,Finance,68,73.77,11,4,11,9,55.85,64.16,10.2,0,54.31,2,0,18.07,0
EMP2370,Support,37,62.96,10,3,2,18,75.44,67.66,0,0,70.97,0,0,18.37,0
EMP2371,Operations,88,75.6,5,3,13,7,100.0,81.31,1.9,2,100.0,1,0,12.15,0
EMP2372,Support,57,79.01,3,3,3,17,75.24,63.34,7.8,0,68.02,0,0,7.46,0
EMP2373,Support,42,100.0,0,0,6,14,71.03,69.65,5.6,0,65.76,0,0,0.0,0
EMP2374,Sales,55,99.67,1,0,7,13,54.87,69.7,18.7,3,62.66,1,0,3.95,0
EMP2375,Support,20,95.87,0,2,8,12,72.14,87.94,5.9,2,71.11,1,0,11.31,0
EMP2376,Finance,63,83.13,5,2,13,7,74.12,72.28,0,0,72.35,3,0,8.73,1
EMP2377,Finance,81,100.0,0,0,8,12,78.8,85.76,0,0,81.89,1,2,13.65,0
EMP2378,Operations,80,83.76,5,4,0,20,65.28,71.02,2.2,0,70.76,0,2,15.33,0
EMP2379,Finance,30,100.0,0,0,2,18,64.32,86.55,0,2,64.38,1,0,8.46,1
EMP2380,Support,9,100.0,0,0,5,15,73.33,63.84,5.2,0,80.09,0,2,4.88,0
EMP2381,Sales,77,100.0,0,1,7,13,70.23,76.23,0,0,64.26,1,2,8.67,0
EMP2382,Operations,38,89.3,1,0,10,10,75.33,79.39,5.1,1,93.45,3,2,9.48,0
EMP2383,Finance,42,69.04,7,5,5,15,73.13,88.26,2.1,0,73.92,0,0,9.62,0
EMP2384,HR,50,85.82,5,2,0,20,93.01,84.33,8.3,0,96.96,1,0,4.77,0
EMP2385,HR,23,100.0,0,0,13,7,73.34,75.8,0,2,81.24,0,1,8.26,0
EMP2386,Engineering,84,78.62,6,3,6,14,87.17,80.48,6.2,0,86.84,1,2,13.54,0
EMP2387,Finance,65,94.32,2,0,2,18,81.19,86.78,0,0,78.7,0,0,0.0,0
EMP2388,Support,21,89.56,0,0,5,15,59.33,82.01,6.1,0,61.79,1,0,5.91,0
EMP2389,Sales,50,75.39,4,4,9,11,37.97,76.03,3.7,0,33.05,0,0,10.17,0
EMP2390,HR,66,75.82,5,3,8,12,87.74,65.48,1.9,2,90.26,0,0,10.84,1
EMP2391,Finance,23,82.69,2,4,10,10,80.74,63.32,5.5,2,71.13,0,0,8.08,0
EMP2392,Operations,89,73.36,6,2,0,20,81.4,75.97,0.6,2,79.04,1,0,14.22,0
EMP2393,Operations,70,96.92,0,0,8,12,84.22,84.59,0,0,80.77,0,0,8.8,0
EMP2394,HR,36,83.26,3,1,8,12,67.53,95.67,5.0,4,67.18,1,0,8.24,0
EMP2395,HR,41,79.51,5,4,6,14,94.8,63.82,1.7,0,96.24,0,2,12.44,0
EMP2396,HR,63,70.05,5,4,12,8,82.49,61.51,2.0,0,84.47,0,0,11.47,0
EMP2397,Finance,32,96.06,0,1,4,16,73.44,77.62,18.7,0,67.29,0,1,2.73,0
EMP2398,Operations,65,100.0,2,0,10,10,64.51,82.09,0,0,64.9,0,0,7.07,1
EMP2399,Support,1,87.9,3,0,10,10,87.2,65.35,7.6,0,80.72,0,0,14.37,0
EMP2400,Sales,69,88.19,0,0,5,15,93.47,62.28,4.9,0,99.0,0,0,4.77,0
EMP2401,Finance,65,87.72,0,0,12,8,69.48,83.56,9.5,0,71.76,0,1,5.14,0
EMP2402,HR,32,93.88,0,0,10,10,62.83,70.66,5.3,2,63.53,0,0,7.85,0
EMP2403,Sales,11,100.0,0,0,4,16,60.87,67.41,0,1,66.62,1,0,10.74,0
EMP2404,Finance,76,97.83,0,0,3,17,61.11,73.49,9.2,0,66.31,0,2,4.96,0
EMP2405,Support,95,91.83,1,2,12,8,74.55,95.91,9.7,0,86.99,0,1,10.75,0
EMP2406,HR,41,100.0,0,0,7,13,53.73,62.05,3.8,2,60.38,0,0,7.22,0
EMP2407,Support,61,64.23,8,6,12,8,65.0,80.03,0,4,65.59,0,0,19.31,0
EMP2408,HR,50,74.75,7,1,0,20,61.57,74.39,4.8,1,61.46,0,0,9.11,1
EMP2409,Support,18,82.34,3,0,1,19,98.07,78.25,4.4,2,97.4,1,0,3.46,0
EMP2410,HR,67,93.4,2,1,11,9,72.11,69.41,9.7,2,74.39,0,0,7.56,0
EMP2411,HR,22,85.01,5,0,5,15,51.15,63.73,1.1,3,44.91,0,0,7.67,0
EMP2412,Support,71,91.97,0,1,4,16,68.58,58.98,2.4,1,66.21,0,0,4.34,0
EMP2413,Operations,6,77.55,6,4,14,6,62.05,65.3,1.8,1,60.92,0,1,10.54,0
EMP2414,HR,73,98.99,0,0,10,10,91.71,72.9,8.0,1,89.79,2,0,5.12,0
EMP2415,Sales,48,84.93,3,0,5,15,35.37,58.41,10.3,0,35.18,0,0,8.36,0
EMP2416,HR,6,100.0,0,0,14,6,59.94,75.72,17.3,1,57.37,1,0,4.86,0
EMP2417,HR,62,93.15,1,2,7,13,83.24,78.23,0,0,91.51,0,0,3.43,0
EMP2418,Sales,58,94.39,2,0,7,13,78.2,76.59,4.4,0,69.95,1,0,5.88,0
EMP2419,Finance,75,88.41,4,3,8,12,54.97,80.52,7.6,0,58.93,0,0,12.16,0
EMP2420,HR,85,85.94,3,4,9,11,67.92,84.64,1.6,2,72.28,0,1,14.64,0
EMP2421,Support,50,80.18,7,2,5,15,60.41,81.94,0,0,52.48,1,1,12.38,0
EMP2422,HR,38,63.8,9,5,11,9,50.94,65.3,4.7,1,50.32,1,1,22.77,0
EMP2423,Finance,35,73.32,4,2,3,17,55.82,73.98,2.6,1,60.98,0,0,11.46,0
EMP2424,Finance,90,100.0,0,0,5,15,78.41,64.62,0,1,72.47,0,0,2.32,0
EMP2425,Sales,58,91.44,3,2,8,12,100.0,94.87,1.1,1,97.54,2,0,5.74,0
EMP2426,Sales,14,81.49,2,2,9,11,73.84,52.97,14.7,0,78.5,0,0,10.11,0
EMP2427,HR,76,75.98,6,3,5,15,75.09,69.26,9.6,0,62.58,0,0,6.24,0
EMP2428,Sales,83,67.02,8,6,13,7,70.5,70.14,10.0,1,68.38,0,0,16.48,1
EMP2429,Finance,58,98.63,1,1,8,12,75.36,69.08,6.1,0,69.62,1,0,8.39,0
EMP2430,Sales,37,86.44,1,3,11,9,48.0,84.47,0,1,42.47,0,0,6.99,0
EMP2431,Sales,25,96.1,0,0,9,11,94.73,73.11,7.4,0,90.61,1,0,3.57,0
EMP2432,HR,34,100.0,0,0,8,12,70.85,76.67,7.2,0,67.2,0,0,5.46,0
EMP2433,Engineering,27,60.25,9,6,5,15,75.68,71.82,0,3,76.03,0,0,22.34,1
EMP2434,HR,70,83.72,4,3,4,16,65.51,79.65,4.3,2,64.92,0,0,10.56,0
EMP2435,Operations,63,82.44,4,2,5,15,58.94,75.64,16.3,2,60.17,1,0,12.33,0
EMP2436,Sales,66,98.08,0,1,2,18,59.2,71.38,0,0,57.68,0,0,3.75,0
EMP2437,Operations,54,70.95,7,0,8,12,85.14,67.22,8.1,0,76.36,2,2,7.94,0
EMP2438,HR,57,83.01,3,2,10,10,49.95,73.69,0,2,57.76,0,0,12.72,0
EMP2439,Support,69,89.42,3,0,2,18,59.08,76.17,4.6,0,48.3,1,0,8.22,0
EMP2440,Engineering,77,90.57,4,0,0,20,65.78,76.33,6.7,0,61.27,2,0,13.68,1
EMP2441,HR,32,87.68,3,0,14,6,87.51,66.57,7.2,1,88.3,0,0,4.66,0
EMP2442,HR,84,91.05,2,2,4,16,69.22,93.47,0,3,66.78,3,0,12.5,0
EMP2443,Support,13,100.0,0,0,16,4,77.48,74.22,6.3,2,78.99,2,0,2.98,0
EMP2444,Support,79,91.27,1,0,5,15,68.42,84.47,2.0,0,65.44,3,0,8.44,0
EMP2445,Sales,87,93.38,1,3,10,10,64.91,53.7,1.4,2,65.62,0,0,8.97,0
EMP2446,Operations,4,97.38,0,0,2,18,85.04,63.75,4.9,4,94.64,0,0,4.85,0
EMP2447,Sales,67,83.14,1,2,7,13,78.95,80.31,7.6,1,82.72,1,0,11.19,0
EMP2448,Operations,42,87.78,3,0,3,17,74.16,78.79,0,1,83.26,0,0,3.65,0
EMP2449,Finance,77,86.27,5,4,10,10,82.93,74.46,0,0,76.09,3,1,15.12,0
EMP2450,Finance,82,77.76,3,2,16,4,57.23,74.15,4.8,0,55.18,2,0,8.65,0
EMP2451,HR,19,100.0,1,0,1,19,95.89,80.24,4.1,1,95.38,0,0,7.11,1
EMP2452,Engineering,11,86.85,3,3,4,16,100.0,74.56,4.6,1,99.07,0,3,9.92,0
EMP2453,Engineering,50,87.73,2,0,12,8,75.02,77.18,5.1,0,77.98,0,0,5.55,0
EMP2454,Sales,75,84.25,5,2,6,14,75.48,70.05,0,0,67.34,1,0,7.53,0
EMP2455,HR,57,90.59,1,0,13,7,87.34,68.85,9.0,0,87.26,0,0,5.62,0
EMP2456,Operations,68,90.43,0,1,7,13,54.21,81.62,4.7,1,59.28,2,0,10.05,0
EMP2457,Sales,6,84.59,4,1,9,11,67.62,67.1,0,2,55.96,1,0,5.41,0
EMP2458,Sales,60,100.0,0,0,0,20,48.89,86.01,11.3,0,47.25,0,0,3.43,0
EMP2459,Engineering,34,92.9,2,2,13,7,29.22,90.77,0,0,29.13,1,0,12.59,0
EMP2460,Support,34,100.0,1,1,8,12,64.11,85.95,1.0,0,61.15,1,0,5.0,0
EMP2461,Engineering,64,66.56,10,3,8,12,81.77,84.04,9.9,0,93.59,1,0,15.85,0
EMP2462,Engineering,59,100.0,3,1,7,13,48.48,73.89,4.4,1,58.66,1,0,8.98,0
EMP2463,Operations,52,84.79,1,3,4,16,100.0,82.45,6.9,0,97.03,1,0,8.76,0
EMP2464,Engineering,16,87.05,8,1,11,9,62.11,72.93,13.9,1,66.02,1,0,13.42,0
EMP2465,Operations,96,92.37,2,1,6,14,89.93,85.25,1.5,0,92.38,0,0,7.57,0
EMP2466,HR,41,100.0,2,0,8,12,63.28,76.99,18.4,1,72.33,1,0,4.11,0
EMP2467,Finance,14,100.0,1,0,10,10,55.49,70.83,0.1,0,44.09,0,0,8.07,0
EMP2468,Sales,77,90.11,2,0,8,12,85.93,67.57,5.7,3,77.36,0,3,10.47,0
EMP2469,Finance,82,94.12,0,0,11,9,63.68,72.72,0,0,63.72,0,0,1.13,0
EMP2470,Engineering,86,69.53,8,6,16,4,76.89,79.49,0,1,74.85,0,0,14.52,0
EMP2471,Engineering,96,95.99,1,0,11,9,54.95,74.42,0,0,57.73,1,2,8.18,0
EMP2472,Sales,20,73.24,6,3,8,12,70.42,87.41,0.7,0,71.56,0,0,8.85,1
EMP2473,Sales,45,90.08,2,0,2,18,95.16,76.22,0.4,0,88.45,2,0,5.49,0
EMP2474,Support,84,100.0,0,0,14,6,86.21,88.88,13.5,0,93.41,0,1,6.91,0
EMP2475,Engineering,24,81.38,6,2,8,12,64.27,67.71,3.3,1,53.7,0,0,6.77,0
EMP2476,Finance,12,95.88,3,0,8,12,77.53,71.6,0.5,0,81.26,2,0,6.78,0
EMP2477,Engineering,78,87.95,3,0,3,17,73.08,72.06,3.9,0,78.83,0,3,6.87,0
EMP2478,Operations,85,100.0,0,0,15,5,54.7,81.84,0,0,44.57,1,0,11.48,0
EMP2479,Sales,29,73.83,7,4,10,10,60.75,77.2,13.5,4,57.39,1,0,19.42,1
EMP2480,Finance,14,100.0,1,1,10,10,77.25,71.35,9.1,1,77.71,1,0,4.75,0
EMP2481,Finance,92,87.36,2,2,15,5,81.07,76.0,5.4,0,84.15,1,1,10.97,0
EMP2482,Support,74,82.67,6,3,5,15,91.08,65.09,13.8,1,91.63,0,0,7.87,0
EMP2483,Support,71,92.57,3,1,8,12,92.84,67.71,5.9,0,92.62,0,0,3.16,0
EMP2484,Sales,32,80.3,4,0,0,20,52.75,75.48,7.1,1,56.51,0,0,10.65,0
EMP2485,Finance,41,83.35,5,0,8,12,100.0,81.14,1.4,2,100.0,1,2,6.93,0
EMP2486,Engineering,66,100.0,0,0,13,7,78.84,92.26,8.9,0,97.48,0,0,2.18,0
EMP2487,Finance,66,76.82,5,0,10,10,63.54,68.27,14.5,1,65.78,0,1,9.1,0
EMP2488,HR,8,77.13,3,1,11,9,74.69,75.73,1.8,0,77.42,0,2,12.25,0
EMP2489,Engineering,77,88.26,3,2,9,11,69.99,71.8,4.1,0,66.0,0,0,8.47,1
EMP2490,Engineering,69,66.44,6,5,6,14,88.78,79.28,4.9,1,85.28,0,3,16.88,0
EMP2491,Sales,35,96.16,0,0,13,7,63.64,89.28,0.1,0,72.88,0,1,6.08,0
EMP2492,HR,80,83.84,3,3,0,20,93.35,82.2,5.2,0,87.83,0,1,6.71,0
EMP2493,Finance,2,100.0,0,0,5,15,80.72,61.07,1.3,2,69.39,0,0,3.44,0
EMP2494,Support,90,84.0,1,2,4,16,71.53,81.1,3.1,2,75.22,2,3,10.69,0
EMP2495,Support,42,69.22,8,4,13,7,77.2,67.63,8.4,0,79.86,1,0,20.43,1
EMP2496,Finance,81,100.0,1,0,12,8,92.69,78.07,4.3,0,95.42,2,0,10.21,1
EMP2497,Engineering,2,97.69,0,2,8,12,73.6,69.36,0,1,79.25,2,1,8.45,0
EMP2498,Engineering,37,100.0,0,0,3,17,68.02,72.35,4.7,2,69.97,1,0,3.72,0
EMP2499,Sales,15,100.0,2,0,4,16,83.09,86.16,7.3,0,90.97,0,0,5.94,1
EMP2500,Engineering,64,87.28,5,1,3,17,83.18,86.57,2.4,2,72.02,1,0,3.19,0
EMP2501,Operations,21,86.13,2,0,9,11,80.29,69.13,8.4,0,84.67,0,0,8.09,0
EMP2502,Sales,78,94.19,0,0,6,14,68.83,61.25,3.4,2,65.13,1,1,1.16,0
EMP2503,Support,88,79.35,2,4,5,15,67.97,62.74,6.5,1,57.83,1,2,12.91,0
EMP2504,Sales,40,89.19,2,0,4,16,90.54,74.74,10.1,2,80.88,0,1,1.26,0
EMP2505,Sales,64,71.97,6,3,8,12,58.04,77.85,0,0,63.19,2,0,18.33,0
EMP2506,Operations,45,92.2,2,0,7,13,86.17,66.85,6.1,1,91.5,1,0,2.26,0
EMP2507,Sales,16,67.56,6,6,14,6,86.89,71.73,0.7,0,92.49,0,2,20.58,0
EMP2508,HR,58,85.5,4,0,2,18,51.36,78.75,0,0,55.49,0,0,3.12,0
EMP2509,HR,62,100.0,0,0,7,13,64.58,86.06,0,4,69.76,3,1,10.45,0
EMP2510,Finance,33,85.61,3,2,3,17,61.54,68.17,5.4,0,56.33,0,0,15.39,0
EMP2511,Sales,35,75.87,7,3,2,18,53.54,75.15,0,1,60.76,0,0,16.27,0
EMP2512,Engineering,73,100.0,0,0,2,18,91.14,65.37,5.4,0,100.0,0,0,0.0,0
EMP2513,HR,8,100.0,0,2,7,13,88.92,69.84,0,0,81.51,2,1,8.59,0
EMP2514,Operations,60,65.52,9,5,10,10,89.64,85.66,0,1,85.05,0,0,16.76,0
EMP2515,HR,46,90.29,4,1,2,18,73.57,95.02,15.8,0,78.41,0,0,6.68,0
EMP2516,Engineering,88,80.71,4,2,5,15,89.53,68.59,10.7,0,94.31,0,0,6.82,0
EMP2517,Sales,9,94.61,3,0,0,20,67.21,83.65,1.8,1,65.63,0,1,12.48,0
EMP2518,Sales,37,88.85,2,1,2,18,54.33,71.96,2.0,0,44.31,0,2,6.0,0
EMP2519,Engineering,70,95.46,2,0,6,14,61.93,62.19,17.4,0,64.18,0,0,4.23,0
EMP2520,Engineering,48,78.55,4,2,9,11,66.89,58.63,0,1,65.23,0,0,6.19,0
EMP2521,Finance,21,78.04,5,3,14,6,75.07,70.15,0.1,0,83.5,3,0,15.48,0
EMP2522,Support,11,100.0,0,0,4,16,52.62,72.44,7.5,0,64.02,0,1,9.38,0
EMP2523,Support,66,88.33,4,0,11,9,52.69,69.97,1.6,0,54.96,0,0,7.74,0
EMP2524,Sales,56,74.66,6,2,8,12,43.5,80.78,6.5,0,40.28,1,0,14.28,0
EMP2525,HR,41,96.2,3,1,10,10,77.83,76.46,4.4,1,86.56,2,0,8.93,0
EMP2526,Sales,36,88.07,5,0,11,9,79.67,71.39,3.5,0,84.84,0,0,5.9,0
EMP2527,Engineering,85,100.0,1,0,3,17,63.68,77.53,16.1,1,68.42,1,1,3.09,0
EMP2528,Support,60,86.77,4,3,5,15,71.14,69.17,4.0,1,71.87,2,3,15.41,0
EMP2529,HR,28,89.41,4,2,2,18,99.24,86.75,4.3,2,100.0,0,0,4.5,0
EMP2530,Operations,21,100.0,0,0,19,1,65.73,70.34,7.2,0,67.8,0,0,4.28,0
EMP2531,Finance,32,77.57,7,4,1,19,96.82,74.52,2.5,1,100.0,0,0,3.39,0
EMP2532,Engineering,91,100.0,2,0,2,18,98.9,62.46,10.3,1,96.31,1,1,6.03,0
EMP2533,HR,63,78.24,4,3,5,15,44.53,70.03,7.7,0,44.34,0,0,15.99,0
EMP2534,HR,76,100.0,0,0,4,16,91.46,59.36,4.6,2,97.62,0,1,0.0,0
EMP2535,Sales,72,90.53,1,4,11,9,79.5,60.96,4.1,0,79.82,0,0,14.03,0
EMP2536,Finance,6,86.45,5,2,9,11,97.07,62.08,0,1,96.05,0,0,2.48,0
EMP2537,Finance,6,100.0,1,0,13,7,52.66,81.07,0,0,38.66,3,0,13.95,0
EMP2538,Support,73,84.97,3,3,15,5,100.0,73.26,2.0,0,100.0,0,2,10.13,0
EMP2539,HR,20,83.95,3,2,0,20,56.23,72.17,0,2,62.42,0,0,12.08,0
EMP2540,Engineering,89,94.51,0,0,6,14,72.66,83.73,4.2,0,60.3,0,3,7.05,0
EMP2541,Sales,81,75.6,6,4,3,17,52.69,71.26,1.8,1,53.37,0,0,9.55,0
