employeeId,department,tenureMonths,month,year,attendanceRate,lateCount,absenceCount,leaveCount,averageWorkingHours,overtimeHours,halfDayCount,previousPerformanceScore,departmentAverage,performanceScore,attritionRisk
EMP-005,Finance,84,9,2025,94.75,2,0,4,8.82,14.21,2,79.03,76.21,80.83,0
EMP-042,Sales,131,12,2026,76.41,4,6,4,9.48,0.31,3,94.28,69.09,58.55,0
EMP-017,Engineering,106,1,2026,80.13,4,4,3,9.05,1.88,2,93.75,81.16,65.1,0
EMP-011,HR,54,8,2026,86.48,1,0,6,9.15,8.36,0,80.04,71.28,77.33,0
EMP-031,Engineering,93,7,2024,87.47,4,1,5,8.25,9.61,3,91.01,76.57,70.83,0
EMP-039,Sales,52,8,2025,71.73,6,2,3,8.61,1.82,0,89.22,64.17,59.89,0
EMP-004,Finance,77,1,2025,82.83,5,1,2,8.01,12.36,1,62.06,72.31,60.5,0
EMP-038,Finance,102,2,2027,81.77,1,2,3,7.38,8.21,3,90.9,74.38,72.16,0
EMP-006,Marketing,20,5,2024,87.0,3,0,4,7.55,8.88,2,88.31,68.59,77.73,0
EMP-016,Engineering,107,2,2027,88.62,5,0,2,8.26,10.66,1,77.38,81.12,75.95,0
EMP-028,Engineering,116,9,2025,87.74,0,2,3,7.7,1.59,0,84.0,82.72,76.53,0
EMP-022,Sales,47,4,2025,77.52,8,2,5,6.64,0.69,0,86.17,67.47,53.72,0
EMP-009,Marketing,82,6,2026,85.87,0,1,7,6.51,13.58,0,83.09,70.93,74.43,0
EMP-041,Marketing,40,9,2024,94.91,4,2,4,6.58,8.54,3,61.93,71.63,62.93,0
EMP-015,Operations,51,12,2023,95.49,0,1,5,7.9,2.85,1,98.91,68.04,84.33,0
EMP-009,Marketing,46,6,2023,71.07,4,2,5,9.42,0,1,75.4,69.23,56.7,0
EMP-010,HR,67,9,2026,94.81,2,0,4,7.38,10.76,0,58.35,71.71,69.62,0
EMP-030,QA,71,6,2024,92.85,1,0,2,9.39,2.81,2,63.81,73.59,76.29,0
EMP-008,Marketing,50,5,2026,90.96,3,0,3,7.22,6.49,1,56.05,68.73,65.45,0
EMP-004,Finance,64,12,2023,83.74,2,3,3,7.98,2.79,3,74.64,73.91,59.7,0
EMP-016,Engineering,67,10,2023,85.7,1,2,0,7.08,11.54,0,67.33,77.87,68.13,0
EMP-036,HR,85,1,2026,82.73,3,1,1,6.79,14.68,2,62.96,69.78,62.54,0
EMP-047,HR,41,7,2024,65.46,3,2,8,9.05,8.56,3,80.36,76.99,58.19,0
EMP-005,Finance,69,6,2024,94.88,0,0,6,7.02,3.27,0,78.12,73.85,73.13,0
EMP-005,Finance,90,3,2026,98.48,3,1,5,6.52,9.04,2,72.17,77.56,69.12,0
EMP-023,Marketing,132,2,2027,81.24,2,2,0,6.88,6.59,2,61.15,73.08,61.52,0
EMP-035,Finance,40,2,2026,96.6,0,1,1,7.91,5.48,1,68.44,71.29,78.24,0
EMP-001,Operations,21,9,2023,86.65,5,1,2,8.03,0.51,3,76.41,66.95,59.88,0
EMP-011,HR,29,7,2024,85.65,3,0,7,6.93,2.18,2,79.75,77.11,67.69,0
EMP-021,HR,80,7,2026,89.66,1,3,5,7.82,12.81,2,103.59,74.85,80.98,0
EMP-034,QA,20,2,2023,92.72,5,2,3,8.9,4.72,1,87.6,73.37,73.23,0
EMP-035,Finance,31,5,2025,98.44,1,1,4,6.62,5.76,2,73.97,72.1,68.57,0
EMP-048,Sales,102,8,2025,87.56,2,1,6,6.67,3.89,2,70.11,71.37,63.0,0
EMP-017,Engineering,85,4,2024,75.77,6,6,3,7.92,3.1,0,98.65,77.03,60.03,0
EMP-030,QA,66,1,2024,93.17,2,1,2,8.53,8.61,2,63.85,75.98,69.12,0
EMP-014,Sales,21,1,2024,95.65,7,1,5,9.48,6.6,1,89.22,72.11,74.64,0
EMP-036,HR,75,3,2025,81.87,7,3,4,9.44,6.17,3,58.46,77.05,60.29,0
EMP-041,Marketing,53,10,2025,90.51,4,1,2,7.77,11.44,0,62.07,75.02,69.14,0
EMP-010,HR,59,1,2026,98.55,2,1,3,6.85,10.11,1,65.73,74.15,71.17,0
EMP-009,Marketing,80,4,2026,93.43,7,1,6,7.44,8.03,1,85.61,76.95,72.74,0
EMP-018,HR,48,6,2025,84.35,0,1,6,6.56,13.36,3,66.58,69.54,60.61,0
EMP-011,HR,36,2,2025,85.32,3,1,1,8.57,10.21,3,91.03,77.29,76.81,0
EMP-007,Engineering,113,1,2027,84.46,4,5,1,7.34,6.88,3,74.34,77.42,58.15,0
EMP-007,Engineering,95,7,2025,79.45,7,3,6,8.64,13.77,3,85.54,75.64,59.3,0
EMP-002,HR,74,8,2025,71.66,3,6,8,8.43,14.33,3,60.06,75.46,52.76,0
EMP-013,Finance,55,6,2023,78.13,1,1,7,8.71,0,3,57.77,72.36,59.68,0
EMP-021,HR,57,8,2024,94.54,2,3,6,7.28,10.87,2,101.64,72.82,76.54,0
EMP-029,Marketing,51,9,2026,94.12,7,2,2,7.2,1.7,3,88.34,71.76,59.51,0
EMP-009,Marketing,70,6,2025,95.28,1,4,5,6.98,0,1,83.82,72.16,68.5,0
EMP-028,Engineering,113,6,2025,83.5,0,1,6,7.1,2.34,1,91.44,77.23,75.61,0
EMP-020,Finance,33,5,2025,97.82,0,1,4,7.46,13.03,0,84.53,77.51,85.91,0
EMP-018,HR,57,3,2026,91.23,3,0,5,7.03,1.03,1,67.95,75.31,63.14,0
EMP-039,Sales,30,10,2023,85.1,7,2,3,9.25,10.83,2,83.16,65.91,69.13,0
EMP-014,Sales,22,2,2024,92.0,1,3,2,8.16,2.12,2,80.57,69.8,69.07,0
EMP-043,Operations,89,9,2026,80.86,2,1,4,6.77,8.65,3,67.54,73.91,64.22,0
EMP-007,Engineering,111,11,2026,70.52,3,3,4,7.81,14.11,3,77.81,82.31,56.78,0
EMP-043,Operations,93,1,2027,91.16,0,2,1,8.02,9.97,2,61.53,70.16,68.23,0
EMP-008,Marketing,28,7,2024,78.02,2,2,2,9.07,12.82,3,57.87,73.16,62.64,0
EMP-028,Engineering,112,5,2025,84.9,0,2,0,7.56,5.69,0,91.25,78.43,75.32,0
EMP-028,Engineering,99,4,2024,77.15,6,0,5,8.74,7.1,2,98.49,80.47,72.66,0
EMP-035,Finance,33,7,2025,98.15,2,1,2,6.56,12.38,3,73.05,80.25,67.77,0
EMP-019,QA,40,12,2023,86.77,7,1,2,6.76,0.59,0,91.63,79.7,64.94,0
EMP-030,QA,73,8,2024,96.73,2,0,6,9.31,3.4,0,62.38,71.67,80.21,0
EMP-023,Marketing,97,3,2024,81.63,4,0,4,7.13,4.17,3,63.26,72.99,57.37,0
EMP-033,Engineering,106,9,2026,78.03,1,1,1,7.32,14.52,0,72.18,77.14,77.23,0
EMP-013,Finance,93,8,2026,82.92,0,1,3,7.74,8.39,0,65.69,74.79,70.24,0
EMP-046,Finance,56,6,2024,93.78,5,0,7,7.34,10.99,2,85.08,72.05,75.47,0
EMP-008,Marketing,27,6,2024,90.58,0,1,8,8.38,8.86,3,51.37,72.53,67.78,0
EMP-037,QA,92,12,2023,71.95,6,6,5,8.37,8.82,3,74.03,72.51,49.67,0
EMP-046,Finance,69,7,2025,84.82,5,3,2,8.07,2.13,3,89.21,79.67,67.14,0
EMP-023,Marketing,108,2,2025,76.28,1,1,4,6.77,10.32,1,61.61,75.47,64.17,0
EMP-042,Sales,94,11,2023,67.81,7,6,3,9.26,3.33,0,85.28,66.81,53.3,0
EMP-006,Marketing,53,2,2027,81.83,2,2,1,7.31,4.97,3,89.6,76.42,68.36,0
EMP-044,Operations,108,1,2025,96.51,2,0,5,7.74,11.86,2,69.07,71.82,71.22,0
EMP-049,HR,95,1,2027,89.85,6,1,2,9.07,6.43,0,79.32,76.29,78.05,0
EMP-014,Sales,44,12,2025,75.69,6,0,1,6.62,7.56,0,87.81,68.91,70.22,0
EMP-040,Finance,91,10,2023,97.96,1,0,1,9.05,0,1,88.84,78.99,85.38,0
EMP-004,Finance,65,1,2024,95.12,8,2,2,8.48,2.41,3,72.16,71.57,60.72,0
EMP-019,QA,56,4,2025,83.75,8,2,6,9.34,4.85,1,83.15,75.01,68.06,0
EMP-017,Engineering,83,2,2024,80.24,5,2,4,8.72,8.01,2,102.37,76.33,68.62,0
EMP-008,Marketing,30,9,2024,86.69,0,0,3,8.47,7.42,1,59.38,67.59,71.65,0
EMP-015,Operations,73,10,2025,93.79,1,1,4,8.82,10.22,2,84.07,73.4,78.15,0
EMP-018,HR,36,6,2024,85.41,2,1,8,8.69,7.03,3,68.51,76.41,64.62,0
EMP-021,HR,85,12,2026,85.22,5,3,5,8.09,5.86,3,89.18,70.86,64.73,0
EMP-011,HR,41,7,2025,82.63,2,0,6,8.35,0,0,83.68,70.18,73.41,0
EMP-034,QA,25,7,2023,80.61,7,3,5,6.86,12.39,3,73.26,73.93,51.5,0
EMP-018,HR,55,1,2026,79.82,0,2,5,7.41,2.91,3,61.89,75.86,61.07,0
EMP-030,QA,84,7,2025,94.44,0,1,8,8.95,14.88,2,54.62,78.22,77.34,0
EMP-043,Operations,47,3,2023,88.93,5,1,6,8.46,6.94,2,73.88,68.09,66.6,0
EMP-011,HR,16,6,2023,86.22,3,3,6,8.42,3.9,0,86.41,71.49,65.93,0
EMP-027,Marketing,84,12,2025,80.1,9,5,5,8.89,5.42,3,65.43,74.24,50.88,0
EMP-015,Operations,49,10,2023,96.42,1,1,0,7.98,14.68,3,88.52,72.69,80.32,0
EMP-018,HR,45,3,2025,86.13,3,0,6,8.04,3.77,1,73.92,72.73,72.56,0
EMP-046,Finance,82,8,2026,82.47,3,0,2,6.75,2.21,0,98.75,71.64,73.49,0
EMP-029,Marketing,45,3,2026,88.68,8,3,2,7.75,1.0,3,94.9,72.14,63.71,0
EMP-037,QA,91,11,2023,66.32,3,4,3,6.9,0.35,0,80.84,76.36,60.58,0
EMP-035,Finance,38,12,2025,97.73,0,1,1,9.43,13.66,3,71.24,75.67,79.18,0
EMP-037,QA,116,12,2025,81.04,9,4,3,9.02,13.87,0,73.51,74.81,62.27,0
EMP-020,Finance,47,7,2026,97.43,0,1,8,7.2,4.48,1,83.41,74.09,76.86,0
EMP-003,Marketing,128,1,2027,82.47,0,0,4,9.36,2.44,0,76.45,68.91,79.71,0
EMP-006,Marketing,51,12,2026,82.22,1,0,1,8.25,0,3,90.72,72.42,79.23,0
EMP-020,Finance,5,1,2023,95.75,0,1,4,8.25,2.71,1,78.05,76.93,77.52,0
EMP-032,Engineering,96,1,2027,75.28,10,5,2,8.88,14.73,1,76.96,81.82,58.39,0
EMP-028,Engineering,87,4,2023,90.67,3,2,5,8.93,2.52,2,96.13,73.79,68.43,0
EMP-033,Engineering,105,8,2026,87.54,1,2,7,8.02,6.97,0,71.15,81.4,66.19,0
EMP-007,Engineering,80,4,2024,82.63,12,2,3,7.5,6.98,1,74.48,80.53,52.6,0
EMP-043,Operations,55,11,2023,82.56,0,2,4,8.97,10.86,0,59.26,71.14,71.3,0
EMP-043,Operations,90,10,2026,88.05,1,2,0,7.64,10.11,0,72.25,68.34,77.6,0
EMP-024,Engineering,36,10,2024,97.02,8,4,3,9.06,12.11,3,65.93,81.25,60.0,0
EMP-036,HR,80,8,2025,80.35,5,0,4,7.1,0,1,55.06,76.6,62.17,0
EMP-032,Engineering,75,4,2025,69.84,8,6,5,6.75,10.93,3,89.24,77.56,49.94,0
EMP-043,Operations,60,4,2024,90.72,3,1,3,7.9,1.03,3,69.82,65.11,61.33,0
EMP-023,Marketing,131,1,2027,87.24,0,0,1,7.29,0.04,0,61.1,67.06,75.91,0
EMP-045,Marketing,33,7,2025,97.76,2,1,8,7.28,11.61,1,51.77,72.59,63.72,0
EMP-048,Sales,82,12,2023,89.96,1,1,3,8.34,9.24,1,76.14,69.11,76.27,0
EMP-041,Marketing,20,1,2023,92.86,1,1,1,7.22,12.65,1,71.91,74.68,78.34,0
EMP-011,HR,47,1,2026,91.09,2,3,4,7.06,11.68,1,93.58,78.56,71.09,0
EMP-023,Marketing,115,9,2025,87.62,3,1,4,8.98,5.48,0,51.41,75.93,72.81,0
EMP-030,QA,72,7,2024,97.03,2,1,7,9.1,11.94,2,51.22,71.8,67.06,0
EMP-044,Operations,130,11,2026,83.65,4,1,4,6.51,9.65,0,60.01,67.73,59.6,0
EMP-030,QA,83,6,2025,93.39,0,1,7,8.53,12.99,2,61.19,79.79,73.67,0
EMP-049,HR,81,11,2025,73.68,8,4,1,7.63,3.6,2,70.97,74.6,46.44,0
EMP-010,HR,69,11,2026,92.97,1,0,4,8.98,7.89,1,61.1,69.21,80.79,0
EMP-010,HR,24,2,2023,95.62,2,1,4,9.37,0.98,3,59.59,75.87,67.06,0
EMP-033,Engineering,82,9,2024,85.65,1,1,0,7.38,14.53,2,71.09,73.59,67.82,0
EMP-019,QA,34,6,2023,77.22,6,4,7,7.18,0.77,3,81.03,70.26,48.33,0
EMP-006,Marketing,21,6,2024,89.5,4,3,2,7.18,6.62,3,86.16,72.68,62.44,0
EMP-017,Engineering,101,8,2025,69.81,5,5,7,7.2,10.68,1,93.25,76.26,54.27,0
EMP-032,Engineering,67,8,2024,73.33,9,4,8,7.16,1.2,0,78.34,78.53,42.47,0
EMP-048,Sales,108,2,2026,79.03,2,1,2,8.8,8.84,1,70.86,71.69,74.4,0
EMP-009,Marketing,74,10,2025,72.03,1,2,1,8.01,0,0,80.94,74.49,70.68,0
EMP-025,Engineering,50,9,2025,98.98,1,1,1,8.25,6.16,0,69.0,80.28,80.71,0
EMP-019,QA,49,9,2024,78.11,3,4,0,7.14,11.66,0,77.38,75.82,60.98,0
EMP-037,QA,121,5,2026,65.71,8,4,4,8.24,11.47,1,72.27,70.65,49.25,0
EMP-003,Marketing,90,11,2023,82.09,3,1,0,9.49,1.73,1,74.89,70.39,77.31,0
EMP-011,HR,14,4,2023,89.55,4,0,3,6.95,9.67,0,94.73,76.83,75.97,0
EMP-031,Engineering,118,8,2026,86.66,3,3,2,8.76,13.18,0,89.16,75.54,72.36,0
EMP-020,Finance,19,3,2024,97.04,3,1,6,7.47,0.97,3,81.43,74.56,65.79,0
EMP-047,HR,32,10,2023,70.34,3,3,1,7.08,7.39,3,81.36,73.91,63.38,0
EMP-043,Operations,84,4,2026,84.79,4,2,5,7.99,10.94,0,58.81,67.21,67.3,0
EMP-010,HR,70,12,2026,92.76,0,1,4,8.08,12.52,3,65.15,69.81,75.91,0
EMP-011,HR,23,1,2024,91.43,2,0,3,9.1,13.16,2,89.93,74.01,87.15,0
EMP-021,HR,73,12,2025,80.55,2,3,2,8.3,3.27,0,95.36,71.81,76.83,0
EMP-002,HR,61,7,2024,74.21,7,2,4,6.81,7.81,1,64.77,77.75,59.01,0
EMP-004,Finance,92,4,2026,77.84,6,4,6,8.21,2.38,2,69.06,80.22,51.09,0
EMP-008,Marketing,12,3,2023,83.91,3,0,2,7.59,12.12,3,52.18,76.05,61.53,0
EMP-013,Finance,66,5,2024,87.83,0,0,2,7.81,2.99,1,70.13,74.98,75.02,0
EMP-019,QA,65,1,2026,71.39,7,2,3,7.5,9.55,2,78.11,73.45,58.45,0
EMP-037,QA,88,8,2023,83.3,7,2,2,7.39,5.95,1,72.63,71.33,59.74,0
EMP-050,Sales,105,12,2024,95.88,2,0,2,7.13,11.33,3,65.39,63.39,75.6,0
EMP-049,HR,67,9,2024,93.11,4,1,4,7.01,11.96,3,75.23,71.66,63.85,0
EMP-017,Engineering,88,7,2024,81.78,3,3,7,6.73,12.34,3,86.5,80.62,64.82,0
EMP-004,Finance,91,3,2026,73.76,9,2,4,6.9,13.48,0,62.22,79.24,58.06,0
EMP-022,Sales,39,8,2024,70.57,3,2,5,8.77,6.42,1,75.69,64.11,64.09,0
EMP-035,Finance,41,3,2026,96.67,2,1,4,7.92,8.35,0,64.45,75.71,74.72,0
EMP-003,Marketing,122,7,2026,79.33,1,2,2,9.44,0,1,70.93,67.18,70.15,0
EMP-002,HR,73,7,2025,76.78,7,2,8,9.26,12.54,0,62.23,71.82,58.92,0
EMP-046,Finance,88,2,2027,82.5,4,3,2,7.75,4.1,2,83.55,72.17,67.61,0
EMP-044,Operations,111,4,2025,73.94,8,2,5,7.15,4.17,1,74.49,72.7,56.88,0
EMP-044,Operations,102,7,2024,76.5,3,1,4,7.66,6.05,3,60.67,67.4,64.05,0
EMP-025,Engineering,57,4,2026,95.81,2,0,4,7.04,6.67,3,65.84,82.52,71.9,0
EMP-015,Operations,87,12,2026,95.77,2,0,2,6.95,1.55,2,92.91,65.74,79.73,0
EMP-047,HR,49,3,2025,82.26,12,4,6,8.7,3.98,3,84.21,72.76,49.02,0
EMP-007,Engineering,102,2,2026,83.58,6,5,4,7.23,4.38,2,83.66,77.07,52.88,0
EMP-045,Marketing,39,1,2026,93.67,0,1,4,7.58,1.35,0,55.38,72.51,73.2,0
EMP-050,Sales,95,2,2024,98.54,0,1,0,7.94,4.72,2,68.37,70.41,75.26,0
EMP-047,HR,33,11,2023,68.26,8,3,1,6.85,1.17,2,75.6,72.86,48.73,0
EMP-005,Finance,88,1,2026,95.49,1,0,2,7.53,6.71,3,82.15,77.06,73.44,0
EMP-034,QA,28,10,2023,72.47,5,4,2,8.94,4.5,3,84.15,73.73,58.48,0
EMP-022,Sales,25,6,2023,71.63,5,4,8,7.04,0,2,83.89,70.89,46.9,0
EMP-024,Engineering,39,1,2025,78.5,2,2,1,7.18,14.62,3,65.71,81.25,61.06,0
EMP-024,Engineering,33,7,2024,95.41,8,1,8,7.56,1.4,3,56.38,73.67,49.8,0
EMP-026,HR,99,11,2026,86.75,4,1,3,7.59,13.5,1,82.05,70.88,66.79,0
EMP-033,Engineering,110,1,2027,85.36,0,0,3,6.86,10.11,2,68.86,78.71,70.4,0
EMP-024,Engineering,20,6,2023,83.19,5,2,3,7.03,0,3,53.63,82.0,56.89,0
EMP-029,Marketing,35,5,2025,90.35,6,3,0,6.77,0,1,87.71,74.66,63.97,0
EMP-003,Marketing,108,5,2025,85.72,2,1,4,7.24,6.9,2,68.12,70.3,69.43,0
EMP-010,HR,61,3,2026,97.97,3,0,4,7.28,9.88,1,66.93,71.65,74.57,0
EMP-039,Sales,63,7,2026,96.85,0,0,5,7.91,2.25,0,81.91,64.64,82.84,0
EMP-005,Finance,97,10,2026,97.36,0,0,4,7.22,1.63,2,79.45,71.94,75.45,0
EMP-033,Engineering,85,12,2024,79.53,0,1,2,8.5,0,0,61.4,73.67,74.37,0
EMP-047,HR,54,8,2025,74.64,4,6,2,8.01,6.87,0,77.29,76.6,55.68,0
EMP-047,HR,23,1,2023,70.42,6,4,2,7.22,11.07,3,79.45,71.75,55.81,0
EMP-023,Marketing,92,10,2023,89.4,0,1,3,6.58,4.83,2,58.54,72.75,66.32,0
EMP-027,Marketing,86,2,2026,75.36,5,4,4,7.05,6.85,3,63.74,74.85,50.62,0
EMP-045,Marketing,48,10,2026,93.24,1,1,4,7.38,6.24,1,54.49,71.55,66.13,0
EMP-023,Marketing,105,11,2024,90.68,3,2,1,6.8,1.16,3,54.72,70.31,61.8,0
EMP-031,Engineering,122,12,2026,82.25,3,2,2,9.12,0.45,1,91.93,78.51,72.91,0
EMP-013,Finance,65,4,2024,85.69,6,0,4,8.19,5.14,1,57.44,77.74,67.09,0
EMP-034,QA,54,12,2025,94.71,6,1,4,6.5,13.43,2,84.3,71.91,71.35,0
EMP-027,Marketing,91,7,2026,84.47,10,6,8,8.33,2.39,0,68.14,67.0,47.89,0
EMP-029,Marketing,41,11,2025,92.99,2,2,1,8.21,14.47,2,94.57,71.02,78.37,0
EMP-031,Engineering,119,9,2026,82.51,3,2,1,6.92,4.23,3,95.05,81.14,69.64,0
EMP-031,Engineering,110,12,2025,94.27,2,3,1,7.43,0,3,95.19,73.96,70.87,0
EMP-028,Engineering,130,11,2026,80.72,1,1,4,7.11,9.26,1,90.6,73.09,73.37,0
EMP-047,HR,31,9,2023,77.62,4,4,2,7.09,6.63,0,87.46,77.4,60.29,0
EMP-013,Finance,87,2,2026,77.19,1,0,1,8.14,12.31,2,65.1,72.57,68.33,0
EMP-003,Marketing,87,8,2023,81.74,3,1,7,7.25,3.06,2,74.96,74.51,57.95,0
EMP-025,Engineering,51,10,2025,94.71,0,0,1,8.97,0,2,53.61,82.72,73.95,0
EMP-005,Finance,56,5,2023,94.1,1,1,3,6.62,0,2,86.31,73.97,71.77,0
EMP-009,Marketing,81,5,2026,86.98,3,2,2,8.61,8.32,0,75.74,69.95,73.14,0
EMP-046,Finance,83,9,2026,86.62,4,0,1,9.01,2.69,2,94.82,78.27,75.59,0
EMP-046,Finance,64,2,2025,91.91,3,1,3,7.13,0,1,98.92,79.99,78.67,0
EMP-037,QA,125,9,2026,69.95,5,6,0,7.09,0,0,75.88,70.09,53.62,0
EMP-004,Finance,69,5,2024,91.12,2,0,0,8.53,1.93,1,59.49,79.2,70.96,0
EMP-037,QA,115,11,2025,67.97,7,4,3,8.05,9.52,3,79.04,74.28,50.84,0
EMP-014,Sales,19,11,2023,76.71,2,4,0,9.46,10.61,3,83.4,70.39,70.23,0
EMP-014,Sales,55,11,2026,85.82,5,2,0,8.37,0,3,90.11,65.85,61.18,0
EMP-030,QA,88,11,2025,94.72,0,0,1,8.81,4.38,2,62.3,73.29,81.87,0
EMP-044,Operations,129,10,2026,86.68,8,3,4,8.69,6.54,2,65.47,71.6,54.51,0
EMP-008,Marketing,44,11,2025,89.54,2,2,0,8.11,8.94,2,55.83,73.93,69.03,0
EMP-022,Sales,60,5,2026,80.97,9,6,0,8.57,8.16,3,79.14,72.4,55.32,0
EMP-029,Marketing,17,11,2023,76.32,6,0,2,8.89,6.7,2,92.14,70.97,69.64,0
EMP-027,Marketing,81,9,2025,65.51,6,2,0,8.18,3.11,2,70.75,73.58,52.76,0
EMP-023,Marketing,83,1,2023,88.21,0,2,4,8.83,9.18,0,53.96,70.2,67.5,0
EMP-038,Finance,54,2,2023,75.57,2,1,3,7.67,1.07,3,94.01,80.35,69.31,0
EMP-047,HR,26,4,2023,79.53,11,4,6,7.43,1.88,2,84.98,75.49,48.67,0
EMP-012,Finance,81,5,2023,74.9,6,3,4,9.45,10.52,2,80.38,78.09,59.18,0
EMP-007,Engineering,76,12,2023,75.41,5,4,2,8.9,12.85,0,82.6,79.95,68.14,0
EMP-021,HR,82,9,2026,94.34,1,3,0,7.14,12.72,2,93.95,72.34,80.53,0
EMP-003,Marketing,107,4,2025,87.73,1,1,6,6.65,3.47,3,69.79,75.71,60.27,0
EMP-005,Finance,92,5,2026,93.48,1,0,2,8.51,12.77,1,71.09,72.18,77.71,0
EMP-019,QA,69,5,2026,91.26,6,0,3,8.09,12.44,3,77.6,76.08,65.93,0
EMP-018,HR,20,2,2023,81.87,0,0,1,9.27,4.65,3,74.25,75.27,73.09,0
EMP-011,HR,52,6,2026,81.62,1,3,4,8.87,14.37,3,83.99,72.85,67.25,0
EMP-006,Marketing,39,12,2025,92.1,5,1,2,8.57,3.81,0,92.43,76.23,81.42,0
EMP-031,Engineering,121,11,2026,94.71,5,2,2,7.62,8.79,3,89.84,77.24,75.42,0
EMP-046,Finance,41,3,2023,91.93,7,2,5,8.12,7.52,0,96.47,74.69,75.02,0
EMP-008,Marketing,24,3,2024,83.24,5,2,2,7.09,12.81,2,58.08,75.9,58.78,0
EMP-016,Engineering,69,12,2023,94.63,5,3,5,8.27,2.26,0,66.86,76.98,64.43,0
EMP-042,Sales,121,2,2026,69.45,5,5,2,8.29,13.53,3,93.94,69.67,61.05,0
EMP-006,Marketing,42,3,2026,80.51,8,3,5,9.25,7.11,3,98.13,69.83,59.88,0
EMP-037,QA,102,10,2024,71.77,4,3,3,7.45,12.44,1,83.11,70.87,57.24,0
EMP-029,Marketing,55,1,2027,96.82,1,1,2,7.35,2.75,2,102.72,71.6,83.17,0
EMP-008,Marketing,21,12,2023,86.44,1,0,4,6.73,14.44,0,62.34,70.27,72.88,0
EMP-026,HR,61,9,2023,90.93,2,2,3,9.42,7.82,2,85.63,76.59,77.4,0
EMP-020,Finance,38,10,2025,98.99,2,0,1,8.39,1.78,0,83.06,74.19,84.6,0
EMP-045,Marketing,13,11,2023,94.68,0,1,1,8.53,6.74,0,62.86,68.65,80.0,0
EMP-003,Marketing,84,5,2023,82.51,3,1,3,9.48,5.7,2,71.42,71.03,74.55,0
EMP-023,Marketing,102,8,2024,86.44,1,2,2,9.08,6.87,0,64.01,68.35,72.36,0
EMP-029,Marketing,40,10,2025,74.6,5,4,2,6.58,6.95,3,93.93,70.25,53.73,0
EMP-017,Engineering,80,11,2023,66.46,10,5,2,8.17,3.22,1,86.83,77.38,47.48,0
EMP-048,Sales,79,9,2023,85.8,0,2,1,7.29,0.99,2,73.06,68.14,66.56,0
EMP-003,Marketing,121,6,2026,91.24,3,2,3,8.18,0,1,66.17,69.74,63.97,0
EMP-037,QA,82,2,2023,75.22,8,3,2,8.32,3.25,1,76.73,71.51,51.59,0
EMP-042,Sales,92,9,2023,78.05,10,5,1,6.63,4.35,3,80.73,66.58,42.73,0
EMP-050,Sales,124,7,2026,97.11,1,1,8,8.33,0,3,69.58,68.52,63.37,0
EMP-045,Marketing,40,2,2026,99.0,2,0,0,7.94,1.08,2,61.4,68.6,69.16,0
EMP-001,Operations,56,8,2026,85.24,1,3,2,9.22,8.35,0,79.34,68.92,79.28,0
EMP-043,Operations,59,3,2024,75.97,2,0,2,7.72,1.45,1,58.44,71.77,64.16,0
EMP-026,HR,95,7,2026,82.83,5,2,5,8.99,0,3,79.48,77.07,63.43,0
EMP-001,Operations,28,4,2024,91.36,4,2,6,7.08,0,3,81.06,70.57,63.43,0
EMP-049,HR,62,4,2024,95.75,5,0,2,8.25,3.52,3,80.57,72.24,76.72,0
EMP-045,Marketing,12,10,2023,93.72,0,1,1,9.18,10.84,3,57.78,75.0,78.62,0
EMP-048,Sales,75,5,2023,83.52,2,0,0,8.45,0.45,0,80.43,64.07,78.28,0
EMP-022,Sales,24,5,2023,65.37,4,3,0,7.88,0,2,85.84,64.26,61.09,0
EMP-009,Marketing,45,5,2023,70.08,8,2,1,7.04,12.76,0,74.34,71.77,56.95,0
EMP-005,Finance,57,6,2023,95.14,0,1,5,8.82,4.45,0,83.88,78.11,85.77,0
EMP-023,Marketing,117,11,2025,77.5,0,2,1,8.9,1.54,0,51.82,72.09,63.26,0
EMP-029,Marketing,30,12,2024,90.45,7,3,2,7.77,12.95,2,94.24,74.85,69.57,0
EMP-028,Engineering,107,12,2024,81.12,1,0,3,8.16,8.99,0,83.0,75.69,77.97,0
EMP-028,Engineering,115,8,2025,82.65,1,1,5,6.7,8.33,3,92.69,82.59,67.61,0
EMP-004,Finance,60,8,2023,81.05,0,2,8,7.63,5.88,3,67.53,77.42,60.33,0
EMP-025,Engineering,58,5,2026,98.83,0,0,2,9.5,8.14,0,65.01,78.12,86.35,0
EMP-010,HR,47,1,2025,92.92,0,1,2,9.06,4.51,2,68.05,69.27,72.12,0
EMP-029,Marketing,29,11,2024,91.97,1,0,0,7.38,0.01,2,98.85,69.16,78.72,0
EMP-009,Marketing,87,11,2026,87.03,0,3,0,7.26,5.86,1,77.03,71.79,67.33,0
EMP-040,Finance,88,7,2023,92.47,1,0,8,8.62,3.5,1,86.12,79.71,82.86,0
EMP-033,Engineering,107,10,2026,88.8,1,0,2,9.1,5.64,3,70.34,82.98,78.79,0
EMP-013,Finance,62,1,2024,81.83,0,2,2,7.74,14.88,2,62.4,77.41,71.24,0
EMP-014,Sales,23,3,2024,85.76,5,2,5,8.59,8.09,1,88.66,70.65,64.49,0
EMP-040,Finance,87,6,2023,92.92,1,1,3,6.8,6.32,1,81.37,74.44,69.32,0
